District Number,District Name,District Web Page Address,School Number,School Name
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807003,IDEA FRONTIER COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807004,IDEA COLLEGE PREPARATORY MISSION
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807005,IDEA COLLEGE PREPARATORY SAN BENITO
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807006,IDEA COLLEGE PREPARATORY SAN JUAN
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807007,IDEA COLLEGE PREPARATORY ALAMO
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807008,IDEA COLLEGE PREPARATORY PHARR
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807009,IDEA EDINBURG COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807010,IDEA COLLEGE PREP WESLACO
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807011,IDEA MCALLEN COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807012,IDEA BROWNSVILLE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807013,IDEA WESLACO PIKE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807014,IDEA RIVERVIEW COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807015,IDEA NORTH MISSION COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807016,IDEA RIO GRANDE CITY COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807017,IDEA TRES LAGOS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807018,IDEA TOROS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807019,IDEA ELSA COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807020,IDEA CARVER COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807021,IDEA SOUTH FLORES COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807022,IDEA MONTERREY PARK COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807023,IDEA WALZEM COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807024,IDEA EASTSIDE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807025,IDEA JUDSON COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807026,IDEA MAYS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807027,IDEA NAJIM COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807028,IDEA BRACKENRIDGE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807029,IDEA EWING HALSELL COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807030,IDEA INGRAM HILLS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807035,IDEA MONTOPOLIS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807036,IDEA RUNDBERG COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807037,IDEA BLUFF SPRINGS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807038,IDEA PFLUGERVILLE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807039,IDEA KYLE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807040,IDEA RIO VISTA COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807083,IDEA OWASSA COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807084,IDEA EDGEMERE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807085,IDEA MESA HILLS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807086,IDEA RISE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807087,IDEA ACHIEVE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807088,IDEA ROBINDALE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807089,IDEA LOS ENCINOS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807090,IDEA PARMER PARK COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807091,IDEA HEALTH PROFESSIONS COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807092,IDEA BURKE COLLEGE PREPARATORY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807101,IDEA ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807102,IDEA QUEST ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807103,IDEA FRONTIER ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807104,IDEA ACADEMY MISSION
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807105,IDEA ACADEMY SAN BENITO
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807106,IDEA ACADEMY SAN JUAN
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807107,IDEA ACADEMY ALAMO
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807108,IDEA ACADEMY PHARR
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807109,IDEA EDINBURG ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807110,IDEA ACADEMY WESLACO
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807111,IDEA MCALLEN ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807112,IDEA BROWNSVILLE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807113,IDEA WESLACO PIKE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807114,IDEA RIVERVIEW ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807115,IDEA NORTH MISSION ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807116,IDEA RIO GRANDE CITY ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807117,IDEA TRES LAGOS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807119,IDEA ELSA ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807120,IDEA CARVER ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807121,IDEA SOUTH FLORES ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807122,IDEA MONTERREY PARK ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807123,IDEA WALZEM ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807124,IDEA EASTSIDE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807125,IDEA JUDSON ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807126,IDEA MAYS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807127,IDEA NAJIM ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807128,IDEA BRACKENRIDGE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807129,IDEA EWING HALSELL ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807130,IDEA INGRAM HILLS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807135,IDEA MONTOPOLIS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807136,IDEA RUNDBERG ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807137,IDEA BLUFF SPRINGS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807138,IDEA PFLUGERVILLE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807139,IDEA KYLE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807140,IDEA RIO VISTA ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807183,IDEA OWASSA ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807184,IDEA EDGEMERE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807185,IDEA MESA HILLS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807186,IDEA RISE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807187,IDEA ACHIEVE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807188,IDEA ROBINDALE ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807189,IDEA LOS ENCINOS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807190,IDEA PARMER PARK ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807191,IDEA HEALTH PROFESSIONS ACADEMY
'108807,IDEA PUBLIC SCHOOLS,www.ideapublicschools.org,'108807192,IDEA BURKE ACADEMY
'108808,VANGUARD ACADEMY,vanguardacademy.edu,'108808101,VANGUARD REMBRANDT
'108808,VANGUARD ACADEMY,vanguardacademy.edu,'108808103,VANGUARD PICASSO
'108808,VANGUARD ACADEMY,vanguardacademy.edu,'108808104,VANGUARD MOZART
'108808,VANGUARD ACADEMY,vanguardacademy.edu,'108808105,VANGUARD BEETHOVEN
'108809,EXCELLENCE IN LEADERSHIP ACADEMY,www.elacharterschool.com,'108809001,EXCELLENCE IN LEADERSHIP ACADEMY
'108902,DONNA ISD,www.donnaisd.net,'108902001,DONNA H S
'108902,DONNA ISD,www.donnaisd.net,'108902003,HIDALGO CO J J A E P
'108902,DONNA ISD,www.donnaisd.net,'108902005,DONNA ALTERNATIVE EDUCATION PROGRAM
'108902,DONNA ISD,www.donnaisd.net,'108902006,3D ACADEMY
'108902,DONNA ISD,www.donnaisd.net,'108902007,DONNA NORTH H S
'108902,DONNA ISD,www.donnaisd.net,'108902045,A P SOLIS MIDDLE
'108902,DONNA ISD,www.donnaisd.net,'108902046,VETERANS MIDDLE
'108902,DONNA ISD,www.donnaisd.net,'108902047,DORA M SAUCEDA MIDDLE
'108902,DONNA ISD,www.donnaisd.net,'108902048,W A TODD MIDDLE
'108902,DONNA ISD,www.donnaisd.net,'108902102,GUZMAN EL
'108902,DONNA ISD,www.donnaisd.net,'108902103,T PRICE EL
'108902,DONNA ISD,www.donnaisd.net,'108902104,A M OCHOA EL
'108902,DONNA ISD,www.donnaisd.net,'108902105,RUNN EL
'108902,DONNA ISD,www.donnaisd.net,'108902106,C STAINKE EL
'108902,DONNA ISD,www.donnaisd.net,'108902109,J W CACERES EL
'108902,DONNA ISD,www.donnaisd.net,'108902111,M RIVAS EL
'108902,DONNA ISD,www.donnaisd.net,'108902112,CAPT D SALINAS II EL
'108902,DONNA ISD,www.donnaisd.net,'108902113,PATRICIA S GARZA EL
'108902,DONNA ISD,www.donnaisd.net,'108902114,MARIA ALICIA P MUNOZ EL
'108902,DONNA ISD,www.donnaisd.net,'108902115,LE NOIR EL
'108902,DONNA ISD,www.donnaisd.net,'108902116,DANIEL SINGLETERRY SR
'108902,DONNA ISD,www.donnaisd.net,'108902117,ELOY GARZA SALAZAR EL
'108902,DONNA ISD,www.donnaisd.net,'108902118,JULIAN S ADAME
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903001,EDCOUCH-ELSA H S
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903003,HIDALGO CO J J A E P
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903004,EDCOUCH-ELSA H S ACADEMY
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903041,CARLOS TRUAN J H
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903102,SANTIAGO GARCIA EL
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903103,KENNEDY EL
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903104,RUBEN C RODRIGUEZ EL
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903105,L B J EL
'108903,EDCOUCH-ELSA ISD,www.eeisd.org,'108903106,JORGE R GUTIERREZ EARLY CHILDHOOD CENTER
'108904,EDINBURG CISD,www.ecisd.us,'108904001,EDINBURG H S
'108904,EDINBURG CISD,www.ecisd.us,'108904002,ECONOMEDES H S
'108904,EDINBURG CISD,www.ecisd.us,'108904003,EDINBURG NORTH H S
'108904,EDINBURG CISD,www.ecisd.us,'108904005,EDINBURG ALTERNATIVE EDUCATION ACADEMY
'108904,EDINBURG CISD,www.ecisd.us,'108904006,ROBERT R VELA H S
'108904,EDINBURG CISD,www.ecisd.us,'108904007,VISION ACADEMY OF EXCELLENCE
'108904,EDINBURG CISD,www.ecisd.us,'108904039,J J A E P
'108904,EDINBURG CISD,www.ecisd.us,'108904040,JUVENILE DETENTION CTR
'108904,EDINBURG CISD,www.ecisd.us,'108904043,B L GARZA MIDDLE
'108904,EDINBURG CISD,www.ecisd.us,'108904044,SOUTH MIDDLE
'108904,EDINBURG CISD,www.ecisd.us,'108904045,MEMORIAL MIDDLE
'108904,EDINBURG CISD,www.ecisd.us,'108904046,FRANCISCO BARRIENTES MIDDLE
'108904,EDINBURG CISD,www.ecisd.us,'108904047,BETTY HARWELL MIDDLE
'108904,EDINBURG CISD,www.ecisd.us,'108904048,ELIAS LONGORIA SR MIDDLE
'108904,EDINBURG CISD,www.ecisd.us,'108904101,AUSTIN ELEM
'108904,EDINBURG CISD,www.ecisd.us,'108904102,BREWSTER EL
'108904,EDINBURG CISD,www.ecisd.us,'108904103,HARGILL EL
'108904,EDINBURG CISD,www.ecisd.us,'108904104,BETTS EL
'108904,EDINBURG CISD,www.ecisd.us,'108904105,JEFFERSON ELEM
'108904,EDINBURG CISD,www.ecisd.us,'108904106,TREVINO EL
'108904,EDINBURG CISD,www.ecisd.us,'108904107,LEE EL
'108904,EDINBURG CISD,www.ecisd.us,'108904108,LINCOLN EL
'108904,EDINBURG CISD,www.ecisd.us,'108904109,GUERRA EL
'108904,EDINBURG CISD,www.ecisd.us,'108904110,ZAVALA EL
'108904,EDINBURG CISD,www.ecisd.us,'108904111,TRAVIS EL
'108904,EDINBURG CISD,www.ecisd.us,'108904112,FREDDY GONZALEZ EL
'108904,EDINBURG CISD,www.ecisd.us,'108904113,L B JOHNSON EL
'108904,EDINBURG CISD,www.ecisd.us,'108904114,CANTERBURY EL
'108904,EDINBURG CISD,www.ecisd.us,'108904115,MONTE CRISTO EL
'108904,EDINBURG CISD,www.ecisd.us,'108904116,ESCANDON EL
'108904,EDINBURG CISD,www.ecisd.us,'108904117,DE LA VINA ELEM
'108904,EDINBURG CISD,www.ecisd.us,'108904118,SAN CARLOS EL
'108904,EDINBURG CISD,www.ecisd.us,'108904119,TRUMAN EL
'108904,EDINBURG CISD,www.ecisd.us,'108904120,EISENHOWER EL
'108904,EDINBURG CISD,www.ecisd.us,'108904121,JOHN F KENNEDY EL
'108904,EDINBURG CISD,www.ecisd.us,'108904122,CANO-GONZALEZ EL
'108904,EDINBURG CISD,www.ecisd.us,'108904123,CAVAZOS EL
'108904,EDINBURG CISD,www.ecisd.us,'108904124,VILLARREAL EL
'108904,EDINBURG CISD,www.ecisd.us,'108904125,CARMEN V AVILA EL
'108904,EDINBURG CISD,www.ecisd.us,'108904126,ANNE L MAGEE EL
'108904,EDINBURG CISD,www.ecisd.us,'108904127,DR THOMAS ESPARZA EL
'108904,EDINBURG CISD,www.ecisd.us,'108904128,DR KAY TEER CRAWFORD EL
'108904,EDINBURG CISD,www.ecisd.us,'108904129,ALFONSO RAMIREZ EL
'108904,EDINBURG CISD,www.ecisd.us,'108904130,R C FLORES-MARK A ZAPATA EL
'108904,EDINBURG CISD,www.ecisd.us,'108904131,MACARIA DELA GARZA GORENA EL
'108904,EDINBURG CISD,www.ecisd.us,'108904132,EARLY CHILDHOOD
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905001,HIDALGO EARLY COLLEGE H S
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905002,HIDALGO ACADEMY
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905005,HIDALGO J J A E P
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905041,DIAZ J H
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905101,HIDALGO EL
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905102,JC KELLY EL
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905103,DR ALEJO SALINAS JR EL
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905104,HIDALGO PARK EL
'108905,HIDALGO ISD,www.hidalgo-isd.com,'108905106,HIDALGO EARLY START ACADEMY
'108906,MCALLEN ISD,www.mcallenisd.org,'108906001,MCALLEN H S
'108906,MCALLEN ISD,www.mcallenisd.org,'108906002,MEMORIAL H S
'108906,MCALLEN ISD,www.mcallenisd.org,'108906005,INSTR/GUID CENTER
'108906,MCALLEN ISD,www.mcallenisd.org,'108906006,ROWE H S
'108906,MCALLEN ISD,www.mcallenisd.org,'108906007,LAMAR ACADEMY
'108906,MCALLEN ISD,www.mcallenisd.org,'108906009,SOUTHWEST KEY PROGRAM
'108906,MCALLEN ISD,www.mcallenisd.org,'108906011,ACHIEVE EARLY COLLEGE H S
'108906,MCALLEN ISD,www.mcallenisd.org,'108906042,TRAVIS MIDDLE
'108906,MCALLEN ISD,www.mcallenisd.org,'108906044,BROWN MIDDLE
'108906,MCALLEN ISD,www.mcallenisd.org,'108906045,MORRIS MIDDLE
'108906,MCALLEN ISD,www.mcallenisd.org,'108906046,DE LEON MIDDLE
'108906,MCALLEN ISD,www.mcallenisd.org,'108906047,CATHEY MIDDLE
'108906,MCALLEN ISD,www.mcallenisd.org,'108906048,MICHAEL E FOSSUM MIDDLE
'108906,MCALLEN ISD,www.mcallenisd.org,'108906101,ALVAREZ EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906103,BONHAM EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906106,HOUSTON EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906107,JACKSON EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906111,MILAM EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906112,WILSON EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906114,FIELDS EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906116,SEGUIN EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906119,ESCANDON EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906120,RAYBURN ELEMENTARY
'108906,MCALLEN ISD,www.mcallenisd.org,'108906121,ROOSEVELT EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906122,GARZA EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906123,MCAULIFFE EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906124,GONZALEZ ELEMENTARY
'108906,MCALLEN ISD,www.mcallenisd.org,'108906126,CASTANEDA EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906127,BLANCA E SANCHEZ
'108906,MCALLEN ISD,www.mcallenisd.org,'108906128,DR PABLO PEREZ
'108906,MCALLEN ISD,www.mcallenisd.org,'108906129,LUCILE HENDRICKS EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906130,THIGPEN-ZAVALA EL
'108906,MCALLEN ISD,www.mcallenisd.org,'108906132,EARLY CHILDHOOD CENTER
'108907,MERCEDES ISD,www.misdtx.net,'108907001,MERCEDES H S
'108907,MERCEDES ISD,www.misdtx.net,'108907002,MERCEDES ACADEMIC ACADEMY
'108907,MERCEDES ISD,www.misdtx.net,'108907003,JJAEP-SOUTHWEST KEY PROGRAM
'108907,MERCEDES ISD,www.misdtx.net,'108907004,MERCEDES DAEP
'108907,MERCEDES ISD,www.misdtx.net,'108907006,MERCEDES EARLY COLLEGE ACADEMY
'108907,MERCEDES ISD,www.misdtx.net,'108907041,SGT MANUEL CHACON MIDDLE
'108907,MERCEDES ISD,www.misdtx.net,'108907102,TAYLOR EL
'108907,MERCEDES ISD,www.misdtx.net,'108907103,TRAVIS EL
'108907,MERCEDES ISD,www.misdtx.net,'108907107,RUBEN HINOJOSA EL
'108907,MERCEDES ISD,www.misdtx.net,'108907108,SGT WILLIAM G HARRELL MIDDLE
'108907,MERCEDES ISD,www.misdtx.net,'108907109,JOHN F KENNEDY EL
'108907,MERCEDES ISD,www.misdtx.net,'108907110,MERCEDES EARLY LITERACY PROGRAM
'108908,MISSION CISD,www.mcisd.net,'108908001,MISSION H S
'108908,MISSION CISD,www.mcisd.net,'108908002,VETERANS MEMORIAL H S
'108908,MISSION CISD,www.mcisd.net,'108908004,MISSION COLLEGIATE H S
'108908,MISSION CISD,www.mcisd.net,'108908038,HIDALGO CO J J A E P
'108908,MISSION CISD,www.mcisd.net,'108908039,ROOSEVELT ALTERNATIVE SCHOOL
'108908,MISSION CISD,www.mcisd.net,'108908041,MISSION J H
'108908,MISSION CISD,www.mcisd.net,'108908042,WHITE J H
'108908,MISSION CISD,www.mcisd.net,'108908043,ALTON MEMORIAL J H
'108908,MISSION CISD,www.mcisd.net,'108908044,RAFAEL A CANTU J H
'108908,MISSION CISD,www.mcisd.net,'108908101,BRYAN EL
'108908,MISSION CISD,www.mcisd.net,'108908102,CASTRO EL
'108908,MISSION CISD,www.mcisd.net,'108908104,MARCELL EL
'108908,MISSION CISD,www.mcisd.net,'108908105,PEARSON EL
'108908,MISSION CISD,www.mcisd.net,'108908107,ALTON EL
'108908,MISSION CISD,www.mcisd.net,'108908108,CANTU EL
'108908,MISSION CISD,www.mcisd.net,'108908109,LEAL EL
'108908,MISSION CISD,www.mcisd.net,'108908110,MIMS EL
'108908,MISSION CISD,www.mcisd.net,'108908111,OLLIE O'GRADY EL
'108908,MISSION CISD,www.mcisd.net,'108908112,CARL C WAITZ EL
'108908,MISSION CISD,www.mcisd.net,'108908113,SALINAS EL
'108908,MISSION CISD,www.mcisd.net,'108908114,RAQUEL CAVAZOS EL
'108908,MISSION CISD,www.mcisd.net,'108908115,HURLA M MIDKIFF EL
'108908,MISSION CISD,www.mcisd.net,'108908116,HILDA C ESCOBAR/ALICIA C RIOS EL
'108908,MISSION CISD,www.mcisd.net,'108908121,MISSION EARLY LEARNING
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909001,PSJA EARLY COLLEGE H S
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909002,PSJA MEMORIAL EARLY COLLEGE H S
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909003,PSJA NORTH EARLY COLLEGE H S
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909004,STUDENT ALTER PROG
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909005,PSJA SONIA M SOTOMAYOR H S
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909006,ELVIS J BALLEW H S
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909007,PSJA SOUTHWEST EARLY COLLEGE H S
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909009,PSJA THOMAS JEFFERSON T-STEM EARLY COLLEGE H S
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909011,BUELL CENTRAL DAEP
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909041,AUSTIN MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909042,ALAMO MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909043,LYNDON B JOHNSON MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909044,LIBERTY MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909045,R YZAGUIRRE MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909046,KENNEDY MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909047,JAIME ESCALANTE MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909048,AUDIE MURPHY MIDDLE
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909101,JOHN MCKEEVER EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909106,JOHN DOEDYNS EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909107,GERALDINE PALMER EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909108,HENRY FORD EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909110,ZEFERINO FARIAS EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909112,ALFRED SORENSEN EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909113,AIDA C ESCOBAR EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909115,RAUL LONGORIA EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909116,DANIEL RAMIREZ EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909117,KELLY-PHARR EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909118,AMANDA GARZA-PENA EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909119,EDITH & ETHEL CARMAN EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909120,ARNOLDO CANTU SR EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909121,SANTOS LIVAS EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909122,DRS REED - MOCK EL
'108909,PHARR-SAN JUAN-ALAMO ISD,www.psjaisd.us,'108909123,CESAR CHAVEZ EL
